Text,Image,Folio
urn:cts:greekLit:tlg5026.msAext.hmt:12.A1,"urn:cite:hmt:vaimg.VA154VN-0656@0.1542,0.1104,0.4084,0.7678", urn:cite:hmt:msA.154v
urn:cts:greekLit:tlg5026.msAext.hmt:12.A2,"urn:cite:hmt:vaimg.VA154VN-0656@0.1232,0.5316,0.0301,0.0218", urn:cite:hmt:msA.154v

